head,text,date
В Париже покажут эпический фильм «Дау» Ильи Хржановского,"
В Париже покажут эпический фильм «Дау» Ильи Хржановского


Новости


 
 
 
 
 
 




Один из самых амбициозных кинопроектов последних лет, 700-часовой байопик «Дау» от режиссёра Ильи Хржановского, наконец-то представят широкой публике. Показ картины начнётся в Париже 24 января и будет идти без остановки, 24 часа в сутки, вплоть до 17 февраля.
Презентацию фильма превратят в масштабный арт-проект, который пройдёт в театре Шатле и театре де ла Вилль. Их объединят специальным мостом, а интерьеры переделают под сталинскую эпоху. Посетителям придётся заранее покупать билеты-«визы», действующие в течение 6 часов (€35), целые сутки (€75) или неограниченный период времени (€150).
Перед этим участники инсталляции пройдут личностный опрос, на основе которого организаторы создадут психометрический профиль каждого посетителя. Затем его встроят в «визу» и выдадут гостям персональные смартфоны, служащие в качестве гидов и устройств для наблюдения.
За музыкальное оформление отвечают Брайан Ино и Роберт Дель Ная из Massive Attack, который написал интерактивное приложение, создающее индивидуальные саундтреки к фильму для каждого зрителя. Исполнитель заглавной роли в «Дау», дирижёр Теодор Курентзис, выступит вживую вместе со своим оркестром musicAeterna.
В инсталляции также примут участие католические и православные священники, раввины, представители мусульманского духовенства, тибетские буддисты, лидеры Сикхской общины, теологи, философы, шаманы, художники и социальные работники.
Персонажей русскоязычной картины во французском дубляже озвучили Жерар Депардье, Изабель Юппер, Изабель Аджани, Уиллем Дефо, Моника Белуччи, Фанни Ардан и другие актёры.
Похожие ивенты организаторы планируют провести в апреле в Лондоне и Берлине. Выйдет ли картина в России пока неизвестно. Однако впоследствии полная 700-часовая версия фильма будет доступна на онлайн-платформе Dau Digital.
Автором сценария «Дау», посвящённого биографии советского физика Льва Ландау (Курентзис), выступил известный писатель Владимир Сорокин. События разворачиваются в период с 1935-го по 1968-й годы.
Съёмки картины стартовали в Харькове в 2008-м и проходили в течение 3 лёт на территории специально выстроенного «парка советского периода». Режиссёр пытался стереть грань между производством фильма и реальной жизнью, заставляя непрофессиональных актёров круглосуточно жить в декорациях, а также одеваться, работать и вести себя строго в соответствии с эпохой.
Подробнее о невероятной истории создания «Дау» мы рассказывали в отдельном материале в двух частях: здесь и здесь.
 

10.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",10.01.2019
Вышел трейлер сериала «Видеть» с Джейсоном Момоа,"
Вышел трейлер сериала «Видеть» с Джейсоном Момоа


Новости


 
 
 
 
 
 




В Сети появился первый трейлер фантастического сериала «Видеть» от создателей «Острых козырьков» и «Табу». Главную роль сыграл Джейсон Момоа.
Сюжет перенесёт зрителей в будущее, где все люди остались без зрения. Теперь они вынуждены снова научиться выживать и взаимодействовать друг с другом.
Премьера сериала состоится 1 ноября на платформе Apple TV+.
 




11.09.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",11.09.2019
Выиграй уникальные призы по фильму «Стекло» Шьямалана!,"
Выиграй уникальные призы по фильму «Стекло» Шьямалана!


Новости


 
 
 
 
 
 




На этой неделе в прокате стартовал комикс-триллер «Стекло» М. Найт Шьямалана, и Film.ru проводит розыгрыш сувенирной продукции от создателей картины. Участвуйте в нашей викторине и получите возможность выиграть уникальные призы с символикой фильма!
Мы разыгрываем 4 мини-постера «Стекла» с автографом режиссёра и 4 фирменных плаща-дождевика, как у персонажа Брюса Уиллиса!
  
Вы можете принять участие в розыгрыше ВКонтакте – для этого необходимо быть подписанным на наш официальный паблик, сделать репост записи о конкурсе и отметить в комментариях двух друзей, с которыми вы хотите посмотреть (или уже посмотрели) «Стекло»!
Также мы проводим розыгрыш в Инстаграме, для участия в котором вам нужно лишь разместить данный пост у себя в сторис!
Результаты конкурса мы объявим 25 января.
Всем удачи!
 

19.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",19.01.2019
Кристиан Бэйл на новом постере байопика «Власть»,"
Кристиан Бэйл на новом постере байопика «Власть»


Новости


 
 
 
 
 
 




Появился новый локализованный постеры комедийного байопика «Власть», посвящённого истории взлёта и падения бывшего вице-президента США Дика Чейни в исполнении Кристиана Бэйла.
Политик Дик Чейни вошёл в историю как один из самых могущественных и влиятельных вице-президентов Соединённых Штатов. Чейни служил под началом Джорджа Буша мл. с 2001 по 2009 год, ранее успев поработать в администрациях Ричарда Никсона, Джеральда Форда и Джорджа Буша старшего. Также Дик известен в качестве ярого сторонника войны с терроризмом в Ираке. В 2009 году Чейни покинул свой пост с рейтингом одобрения 13%.
Режиссёр «Игры на понижение» Адама МакКей выступил в качестве постановщика и сценариста картины. В актёрский состав также вошли Эми Адамс, Стив Карелл, Билл Пуллман, Джесси Племонс, Тайлер Перри и Сэм Рокуэлл, сыгравший Джорджа Буша-младшего.
В российском прокате лента окажется 21 февраля.
 

23.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",23.01.2019
Появился второй трейлер военной драмы «1917» Сэма Мендеса,"
Появился второй трейлер военной драмы «1917» Сэма Мендеса


Новости


 
 
 
 
 
 




Предстоящая военная драма Сэма Мендеса («Красота по-американски») «1917» обзавелась вторым трейлером. В картине собран блестящий актёрский состав: Бенедикт Камбербэтч, Колин Фёрт, Ричард Мэдден, Эндрю Скотт, Марк Стронг и другие.
Фильм расскажет о молодых солдатах Скофилде и Блэйке, которые попадают на фронт во время Первой мировой войны. Им предстоит совершить невозможное, отправившись на территорию врага, чтобы доставить послание, которое может остановить масштабную атаку.
Премьера назначена на 6 февраля 2020 года.
 




04.10.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",04.10.2019
Дженнифер Энистон опубликовала трогательные фото с отцом,"
Дженнифер Энистон опубликовала трогательные фото с отцом


Новости


 
 
 
 
 
 




Недавно открывшая для себя Instagram Дженнифер Энистон продолжает делится со своими поклонниками милыми снимками. Сейчас, когда все праздную Рождество, актриса не устояла перед искушением выложить фотографию с отцом. На первом снимке совсем маленькая Джен обнимает папу, а другой сделан совсем недавно.
«Рождество с одним из моих создателей. Тогда и сейчас. Люблю тебя, папа» — подписала Энистон.
Напомним, что пару месяцев назад звезда «Друзей» выложила в Instagram своё первое фото, после чего практически взорвала соцсеть из-за наплыва подписчиков. Сейчас на неё подписано 22 млн человек.
дписала: «Рождество с одним из моих создателей. Тогда и сейчас. Люблю тебя, папа».


 


				 


					 

					 



			 




Посмотреть эту публикацию в Instagram


			 



					 

					 

					 



					 

					 



					 

					 

					 


Christmas with one of my creators. Then and now #TBT Love you, papa
Публикация от  Jennifer Aniston (@jenniferaniston) 26 Дек 2019 в 2:37 PST


 
27.12.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",27.12.2019
Режиссер «Железного человека» ответил на критику фильмов Marvel,"
Режиссер «Железного человека» ответил на критику фильмов Marvel


Новости


 
 
 
 
 
 




Актёр и режиссёр Джон Фавро также не прошёл мимо недавней критики Мартина Скорсезе и Фрэнсиса Форда Копполы в отношении фильмов Marvel.
«Эти двое — мои герои, и они заслужили себе право выражать своё мнение. Я бы не занимался тем, чем сейчас, если бы они не проложили мне путь. Они стали для меня источником вдохновения, вспомните хотя бы «Тусовщиков», где я делаю оммаж Марти, и я работал с ним. Как по мне, они могут говорить, что захотят» — комментирует ситуацию Фавро.
Напомним, что недавно Мартин Скорсезе сказал, что не считает фильмы по комиксам кино, чем вызвал волну обсуждений в Сети. К нему также присоединился Фрэнсис Форд Коппола, назвавший фильмы Marvel омерзительными.
Источник: Variety

23.10.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",23.10.2019
Лестница из «Джокера» стала туристической достопримечательностью,"
Лестница из «Джокера» стала туристической достопримечательностью


Новости


 
 
 
 
 
 




После выхода в прокат драмы «Джокер» лестница, на которой танцует главный герой Артур Флек, стала крайне популярная среди туристов. Жители и посетители города стали в огромном количестве выкладывать свои фото на этом объекте, чем вызвали недовольство обитателей Бронкса. В поиске по Сети даже появилась фотография с пометкой «религиозное место», а сама она была переименована в «Лестницу Джокера». Правда, затем название удалили.
Бронкс, где расположена та самая лестница, не только не пользуется популярностью, но и считается одним из самых опасных районов города. Именно здесь большую часть населения составляют латиноамериканцы и афроамериканцы, которым не нравится такой интерес «белых» к их району. Многие даже стали шутить, что с посетителей пора брать деньги за фото.
Тем временем «Джокер» продолжает покорять прокат, подбираясь к заветному миллиарду.


 


				 


					 

					 



			 




Посмотреть эту публикацию в Instagram


			 



					 

					 

					 



					 

					 



					 

					 

					 


Me Fila’s are no ‘joke’ lads Photo credit to the hubby @michaeljdorgan
Публикация от  Laura Dorgan (@laura_dorgan_fitness) 19 Окт 2019 в 2:30 PDT





 


				 


					 

					 



			 




Посмотреть эту публикацию в Instagram


			 



					 

					 

					 



					 

					 



					 

					 

					 


Put on a happy face Halloween is coming my friends . . . #jokerstairs #joker #jokermovie #bronx #halloween #cosplay #dccomics #gothamcity
Публикация от  Bianca Augusta (@biaaugusta1) 18 Окт 2019 в 4:52 PDT




legally as a bronx resident you're allowed and encouraged to tax anyone visiting the joker stairs
	— Desus Nice (@desusnice) October 17, 2019


I’m about to stand in front of the 167 stairs with my camera and charge people for pictures.
	— Lords (@lousmariaa) October 17, 2019
 
21.10.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",21.10.2019
Элтон Джон раскритиковал музыку из нового «Короля Льва»,"
Элтон Джон раскритиковал музыку из нового «Короля Льва»


Новости


 
 
 
 
 
 




Композитор оригинального мультфильма «Король Лев» Элтон Джон дал интервью журналу GQ, в котором сказал, что остался разочарован саундтреком игровой версии. Сам он записал к нему всего лишь одну песню, которую можно услышать на финальных титрах. В остальном студия решила не прибегать к помощи Джона и обратилась к Хансу Циммеру.
«Новая версия «Короля Льва» стала для меня большим разочарованием, потому что они испортили музыку. Музыка была важной частью оригинала, а в данном фильме она не оказывает такого же воздействия. Магия и радость были утрачены» — говорит музыкант.
«Новый саундтрек быстро исчез из чартов в отличие от бешеного успеха в фильма в прокате. Я бы хотел быть причастным к этому процессу больше, но творческое видение картины и музыки в этот раз было другим, поэтому ко мне не обратились и не отнеслись с должным уважением. Всё это очень меня расстраивает. Но я очень рад, что дух правильной музыки по-прежнему живёт в театральной версии» — продолжил Джон.
Напомним, что за песню Can You Feel the Love Tonight из мультфильма Элтон Джон получил «Оскар», «Золотой глобус» и «Грэмми».
Источник: GQ

17.10.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",17.10.2019
Вышел трейлер комедийного БДСМ-сериала от Netflix,"
Вышел трейлер комедийного БДСМ-сериала от Netflix


Новости


 
 
 
 
 
 




В сети появился трейлер грядущего сериала «Связь», который выйдет на онлайн-платформе Netflix уже завтра, 24 апреля.
В центре сюжета двое школьных друзей Тифф и Питер, которые встречаются в Нью-Йорке, будучи студентами. Подруга предлагает Питеру стать её ассистентом в её БДСМ-бизнесе, которым она более чем одержима.
Главные роли в сериале исполнили Зои Левин («Задержка в развитии») и Брендан Сканнелл («Смертельное влечение»).
 




23.04.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",23.04.2019
"Режиссер нового «Терминатора» признался, что каждый раз плачет над концовкой","
Режиссер нового «Терминатора» признался, что каждый раз плачет над концовкой


Новости


 
 
 
 
 
 




Недавно режиссёр «Терминатора: Тёмные судьбы» Тим Миллер разговаривал с порталом Fandango по поводу будущей картины. Постановщик признался, что фильм вышел настолько эмоциональной, что заставил его плакать.
«Я думаю, он очень эмоциональный, и я действительно искренен, когда говорю, что, показав кое-кому концовку сегодня утром, я расплакался. Я всё ещё плачу каждый раз. Это очень мощный финал, и я думаю, что это не столько завещание, оставленное историей, но тот вклад, который в неё сделали актёры» — говорит Миллер о фильме.
Узнать, насколько это правда, можно будет в кинотеатрах с 31 октября.
Источник: Fandango

09.10.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",09.10.2019
Дэн Эйкройд и Билл Мюррей вернутся в «Охотниках за привидениями 3»,"
Дэн Эйкройд и Билл Мюррей вернутся в «Охотниках за привидениями 3»


Новости


 
 
 
 
 
 




Троица звёзд оригинальных «Охотников за привидениями» ‒ Билл Мюррей, Эрни Хадсон и Дэн Эйкройд ‒ вернутся к своим ролям в предстоящем третьем фильме франшизы. Об этом рассказал сам Хадсон в интервью Daily Mail.
Новая картина станет прямым продолжением дилогии 1980-х и полностью проигнорирует провалившийся «женский» перезапуск 2016 года. Подробности о сюжете держатся в секрете, но известно, что действие развернётся в наши дни, а в центре внимания окажутся новые персонажи.
Джейсон Райтман («Джуно», «Талли») займёт режиссёрское кресло, а также выступит сценаристом вместе с Гилом Кинаном («Дом-монстр», «Полтергейст»). Отец постановщика, Айвэн Райтман (снявший первые две части «Охотников за привидениями»), возьмёт на себя обязанности продюсера.
Съёмки картины стартуют в этом году с прицелом на релиз летом 2020-го.
 

18.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",18.01.2019
Брайан Крэнстон вновь сыграет Хайзенберга в сиквеле «Во все тяжкие»,"
Брайан Крэнстон вновь сыграет Хайзенберга в сиквеле «Во все тяжкие»


Новости


 
 
 
 
 
 




В ноябре прошлого года стало известно о разработке полнометражного продолжения культового сериала «Во все тяжкие», в котором Аарон Пол вновь исполнит роль Джесси Пинкмана.
По данным портала Revenge of the Fans, в грядущем фильме появятся и многие другие актёры из оригинального шоу, в том числе Брайан Крэнстон (Уолтер Уайт / Мистер Хайзенберг), Кристен Риттер (Джейн Марголис), Джонатан Бэнкс (Майк Эрментраут), Джесси Племонс (Тодд), Чарльз Бэйкер (Тощий Пит), Мэтт Джонс (Барсук), Роберт Форстер (Эд), Тесс Харпер (миссис Пинкман) и Кевин Рэнкин (Кенни).
Ранее сообщалось, что сюжет картины с рабочим названием «Гринбриар» расскажет о попытке Джесси Пинкмана вернуться к нормальной жизни после того, как он сбежал из плена в финальном эпизоде.
В качестве сценариста и исполнительного продюсера ленты выступает сам создатель «Во все тяжкие» Винс Гиллиган, он же, скорее всего, займёт режиссёрское кресло. Предполагается, что «Гринбриар» станет телефильмом, созданным в рамках сделки между Гиллиганом и Sony TV.
Дата премьеры фильма в данный момент не разглашается.
 

24.01.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",24.01.2019
Бокс-офис России: «Ford против Ferrari» выехал вперед,"
Бокс-офис России: «Ford против Ferrari» выехал вперед


Новости


 
 
 
 
 
 




Картина с участием Кристиана Бейла и Мэтта Дэймона «Ford против Ferrari» уверенно лидирует в российском прокате по итогу первой недели. Ленте удалось заработать 199 млн рублей и тем самым завоевать лидерство.
Всё ещё на плаву находится анимационная «Семейка Аддамс», которая по итогам третьей прокатной недели заработала уже 726 млн. Всё это время мультфильм занимает лидирующие позиции в топе самых прибыльных релизов недели.
Не самый удачный старт показал перезапуск «Ангелов Чарли», начавший своё шествие по стране с 60,7 млн рублей. Всего сеансы фильма посещают в среднем 11 человек. Ещё хуже проявила себя военная драма «Мидуэй», заработав лишь 23,5 млн рублей и оказавшись аж на седьмой строчке.
Источник: ЕАИС

20.11.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",20.11.2019
"Скарлетт Йоханссон не думает, что ее героиня вернется в Marvel","
Скарлетт Йоханссон не думает, что ее героиня вернется в Marvel


Новости


 
 
 
 
 
 




Недавно Скарлетт Йоханссон посетила шоу Джимми Фэллона, где поговорила о будущем своей героини Чёрной Вдовы в киновселенной Marvel. По словам актрисы, она чувствует, что её история в этом мире завершится после выхода сольного фильма.
«Если честно, «Чёрная вдова» подарила мне ощущение завершённости, которого мне не хватало. Ведь в предыдущем фильме меня стёрли. В мире мало определённых вещей, но со смертью вроде бы всё понятно, не так ли? Но люди… они не верят в это и пытаются убедить меня в том, что моя героиня не умерла по-настоящему, а живёт в какой-то параллельной реальности. Но я думаю, что смерть — это конец» — говорит Йоханссон.
Она также сказала, что с нетерпением ждёт выхода своего сольного фильма, который выйдет в российский прокат 30 апреля 2020 года.


23.10.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",23.10.2019
Свежий постер «Людей Икс: Тёмный Феникс»,"
Свежий постер «Людей Икс: Тёмный Феникс»


Новости


 
 
 
 
 
 




В Сети оказался новый постер супергеройского экшена «Люди Икс: Тёмный Феникс». Российская премьера кинокомикса запланирована на 7 июня, а релиз второго трейлера ожидается завтра.
События «Тёмного Феникса» развернутся почти через 10 лет после «Людей Икс: Апокалипсис» ‒ в 1992 году. Мистик (Дженнифер Лоуренс), Зверь (Николас Холт), Шторм (Александра Шипп), Ночной Змей (Коди Смит-Макфи) и Ртуть (Эван Питерс) примерят непривычную для себя роль национальных героев.
Между тем амбиции их лидера Чарльза Ксавье (Джеймс МакЭвой) растут с небывалой скоростью (профессор даже попал на обложку журнала Time), поэтому он отправляет своих учеников-мутантов на всё более опасные и экстремальные миссии. Во время одной из них Иксмены оказываются в космосе, где в результате всплеска солнечной энергии в Джин Грей (Софи Тёрнер) пробуждается зловещая сила ‒ Феникс.
Создатели проекта обещают, что «Тёмный Феникс» станет одной из самых страшных и мрачных глав киносаги, а примерно в середине фильма зрителей ждёт внезапный сюжетный твист, который резко изменит курс франшизы и направит её в совершенно другую сторону.
Постановкой фильма занимался дебютировавший в режиссуре сценарист и продюсер Саймон Кинберг («Люди Икс: Последняя битва», «Люди Икс: Дни минувшего будущего»).
В каст также входят Майкл Фассбендер (Магнето), Джессика Честейн (Смит), Тай Шеридан (Циклоп), Дэниэл Кадмор (Колосс) и Скотт Шеперд (доктор Джон Грей). Композитором выступает Ханс Циммер.
 

26.02.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",26.02.2019
Появился новый тизер блокбастера «Покемон. Детектив Пикачу»,"
Появился новый тизер блокбастера «Покемон. Детектив Пикачу»


Новости


 
 
 
 
 
 




В Сети оказались новые постеры и проморолик блокбастера «Детектив Пикачу» ‒ первого игрового фильма по вселенной Покемонов. Свой голос заглавному герою подарил Райан Рейнольдс.
История начинается с того, что опытный частный сыщик Гарри Гудман исчезает при загадочных обстоятельствах, и его 21-летний сын Тим (Джастис Смит) начинает собственное расследование случившегося. На помощь ему приходит бывший напарник Гарри Детектив Пикачу (Райан Рейнольдс) ‒ забавный и очаровательный суперсыщик-остряк, способный ввести в ступор даже самого себя. Обнаружив, что они отлично ладят, Тим и Пикачу становятся напарниками в этом захватывающем приключении. Следуя подсказкам, которые они обнаруживают на неоновых улицах Райм-Сити (огромного современного мегаполиса, где вместе живут люди и Покемоны), они сталкиваются с разнообразными существами и раскрывают шокирующий заговор, который может нарушить мирное сосуществование двух видов и положить конец всей вселенной Покемонов.
Режиссёром проекта выступил Роб Леттерман, известный по работе над «Подводной братвой» и «Ужастиками». Над сценарием трудились Алекс Хирш («Гравити Фолз») и Николь Перлман («Стражи Галактики», «Капитан Марвел»).
На российских экранах «Покемон. Детектив Пикачу» окажется 16 мая.
      
 




16.02.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",16.02.2019
Марк Уолберг может сыграть Салли в экранизации Uncharted,"
Марк Уолберг может сыграть Салли в экранизации Uncharted


Новости


 
 
 
 
 
 




Как сообщает Variety, Марк Уолберг находится в разгаре переговоров с Sony по поводу участия в экранизации Uncharted. Если стороны достигнут соглашения, актёр перевоплотится в Виктора «Салли» Салливана.
Уолберг давно питает интерес к проекту и изначально вовсе собирался сыграть взрослого Дрейка, когда в режиссёрском кресле сидел Дэвид О. Рассел. Однако в итоге было решено рассказать историю становления героя, поэтому главная роль отошла юному Тому Холланду, а во главе проекта стал Трэвис Найт.
Сюжет будущей картины пока держится в секрете. Известно лишь, что фильм может быть вдохновлён третьей частью известной серии видеоигр, в которой случилась первая встреча Нэйтана Дрейка и его наставника Салли, ставшего юноше кем-то вроде отца.
Фильм запланирован к выходу в конце 2020 года.
Источник: Variety

14.11.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",14.11.2019
Вышел трейлер второго сезона «Ненасытной» от Netflix,"
Вышел трейлер второго сезона «Ненасытной» от Netflix


Новости


 
 
 
 
 
 




Вслед за тизером «Очень странных дел» Netflix поделился первым трейлером второго сезона сериала «Ненасытная». Также стало известно, что все эпизоды выйдут 11 октября.
В центре сюжета — девушка с трудным прошлым по имени Пэтти. Она подвергалась в школу ужасным издевательствам из-за своей полноты, но похудев, Пэтти решает жестоко отомстить своим обидчикам.
В новом сезоне героине предстоит столкнуться с куда более серьёзными проблемами и последствиями своих поступков.
 




01.10.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",01.10.2019
Вышел тизер мини-сериала «Чужак» по Стивену Кингу,"
Вышел тизер мини-сериала «Чужак» по Стивену Кингу


Новости


 
 
 
 
 
 




Телеканал HBO поделился тизером мини-сериала «Чужак», в основе которого лежит одна из последних книг Стивена Кинга. Одну из главных ролей исполнил Бен Мендельсон.
Действие разворачивается в городке Флин-Сити, где однажды кто-то жестоко убивает подростка. Улики приводят к тренеру детской бейсбольной команды Терри Мейтленду, однако детектив Андерсон, которому получили расследование, сомневается в его причастности и погружается в исследование древних легенд.
Шоу будет состоять из десяти эпизодов. Премьера запланирована на 12 января 2020 года.
 




25.12.2019














Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",25.12.2019
Мультсериал «Отмена» продлили на второй сезон,"
Мультсериал «Отмена» продлили на второй сезон


Новости


 
 
 
 
 
 




Amazon Prime продлил мультсериал «Отмена» на второй сезон спустя пару месяцев после выхода первого. Создателем проекта является Рафаэль Боб-Ваксберг, наиболее известный по «Коню БоДжеку». Главную роль исполняют Роза Салазар («Алита: Боевой ангел») и Боб Оденкёрк («Во все тяжкие»).
«Это было чудесно — поделиться “Отменой” с людьми, которые стали частью этого опыта, благодаря собственным интерпретациям сериала сквозь призму своего восприятия реальности» — говорит Боб-Ваксберг.
Мультсериал рассказывает о девушке по имени Альма, которая после несчастного случая получает способность исследовать время и пространство. Однако её действия приводят к внезапным последствиям.
Премьера состоялась 13 сентября. Когда следует ждать новых серий, пока неизвестно.
Источник: Variety

22.11.2019

Далее по теме















Оставайтесь с нами на связи и получайте свежие рецензии, подборки и новости о кино первыми
Яндекс Дзен
 | 
Твиттер
 | 
Telegram
 | 
Instagram

",22.11.2019
